GeneUID	ProteinSeqLength	NoCysIUPredMeanISD	SequenceUID	Phylostratum	GeneFamilyPhylostratum	GeneFamilyNumber	Stickiness	Hubness	HydrophobicDispersionBlock6	ConglomerateFamilyDesignationIncludingDubious	ExcludedAsDubious	ExcludedAsScerevisiaeSpecific	ExcludedAsUnclassified	CarvunisConservationLevels	GenesUsedByCarvunis	Skudriavzevii	GeneFamilyPhyloTaxonomicGroup	TangoHexamerAPRNum	TangoPentamerAPRNum	WaltzHexamerAPRNum	WaltzPentamerAPRNum	TangoHexamerNumAAInAPRs	TangoPentamerNumAAInAPRs	WaltzHexamerNumAAInAPRs	WaltzPentamerNumAAInAPRs	TangoHexamerAPRDensity	TangoPentamerAPRDensity	WaltzHexamerAPRDensity	WaltzPentamerAPRDensity	TangoHexamerAAInAPRsDensity	TangoPentamerAAInAPRsDensity	WaltzHexamerAAInAPRsDensity	WaltzPentamerAAInAPRsDensity
YCR076C	250	0.5740	732	9	9	456	5	1	1.0569918481	A	0	0	0	6	1	0	Saccharomycetaceae	1	3	0	0	8	18	0	0	0.00440000000000	0.01240000000000	0.00040000000000	0.00040000000000	0.03400000000000	0.07400000000000	0.00200000000000	0.00200000000000
YCR077C	796	0.4507	733	3	3	4036	35	9	1.1565561402	A	0	0	0	10	1	0	Opisthokonta	9	12	10	10	93	108	107	107	0.01143216000000	0.01520100500000	0.01268844200000	0.01268844200000	0.11746231100000	0.13630653200000	0.13505025100000	0.13505025100000
YCR079W	442	0.2850	734	2	2	1889	2	1	0.9561313500	A	0	0	0	9	1	0	Eukaryota	4	5	7	7	25	30	45	45	0.00927601800000	0.01153846100000	0.01606334800000	0.01606334800000	0.05769230700000	0.06900452400000	0.10294117600000	0.10294117600000
YCR081W	1427	0.1356	735	2	2	4644	2	13	1.0214063006	A	0	0	0	10	1	0	Eukaryota	31	37	37	37	313	343	364	364	0.02179397300000	0.02599859800000	0.02599859800000	0.02599859800000	0.21969166000000	0.24071478600000	0.25543097400000	0.25543097400000
YCR081C-A	78	0.0100	736	10	10	2891	0	0	1.7824074074	A	0	0	0		0	0	Saccharomyces_cerevisiae	3	3	2	2	30	30	32	32	0.03974358900000	0.03974358900000	0.02692307600000	0.02692307600000	0.39102564100000	0.39102564100000	0.41666666600000	0.41666666600000
YCR082W	128	0.1629	737	3	3	732	12	3	0.5268895349	A	0	0	0	6	1	0	Opisthokonta	0	1	2	2	0	5	16	16	0.00078125000000	0.00859375000000	0.01640625000000	0.01640625000000	0.00390625000000	0.04296875000000	0.12890625000000	0.12890625000000
YCR083W	127	0.1804	738	1	1	303	3	0	0.5580357143	A	0	0	0	10	1	0	Cellular_Organisms	1	2	0	0	11	16	0	0	0.00866141700000	0.01653543300000	0.00078740100000	0.00078740100000	0.09055118100000	0.12992125900000	0.00393700700000	0.00393700700000
YCR084C	713	0.5304	739	1	1	1665	9	2	1.0234506522	A	0	0	0	10	1	0	Cellular_Organisms	4	9	2	2	29	54	14	14	0.00575035000000	0.01276297300000	0.00294530100000	0.00294530100000	0.04137447400000	0.07643758700000	0.02033660500000	0.02033660500000
YCR085W	117	0.0122	740	10	10	145	0	0	1.1245289352	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	4	4	4	4	45	45	67	67	0.03504273500000	0.03504273500000	0.03504273500000	0.03504273500000	0.38888888800000	0.38888888800000	0.57692307600000	0.57692307600000
YCR086W	190	0.2934	741	7	7	4427	50	5	0.8625440256	A	0	0	0	7	1	0	Saccharomyceta	1	1	2	2	7	7	15	15	0.00578947300000	0.00578947300000	0.01105263100000	0.01105263100000	0.03947368400000	0.03947368400000	0.08157894700000	0.08157894700000
YCR087W	171	0.0047	742	10	10	1237	0	0	1.3577336244	A	0	0	0		0	0	Saccharomyces_cerevisiae	4	4	3	3	48	48	21	21	0.02397660800000	0.02397660800000	0.01812865400000	0.01812865400000	0.28362573000000	0.28362573000000	0.12573099400000	0.12573099400000
YCR087C-A	153	0.5612	743	2	2	213	0	0	1.0807724324	A	0	0	0		0	0	Eukaryota	1	1	0	0	8	8	0	0	0.00718954200000	0.00718954200000	0.00065359400000	0.00065359400000	0.05555555500000	0.05555555500000	0.00326797300000	0.00326797300000
YCR088W	592	0.7021	744	2	2	2524	22	2	1.0790542322	A	0	0	0	10	1	0	Eukaryota	3	3	5	5	21	21	48	48	0.00523648600000	0.00523648600000	0.00861486400000	0.00861486400000	0.03631756700000	0.03631756700000	0.08192567500000	0.08192567500000
YCR089W	1609	0.4452	745	10	10	3429	1	0	0.9187142991	A	0	1	0	10	1	0	Saccharomyces_cerevisiae	14	17	12	12	135	150	105	105	0.00876320600000	0.01062771900000	0.00752019800000	0.00752019800000	0.08421379700000	0.09353635700000	0.06556867600000	0.06556867600000
YCR090C	182	0.2318	746	2	2	2846	0	0	0.8363421758	A	0	0	0	10	1	0	Eukaryota	1	2	1	1	6	11	12	12	0.00604395600000	0.01153846100000	0.00604395600000	0.00604395600000	0.03571428500000	0.06318681300000	0.06868131800000	0.06868131800000
YCR091W	720	0.4463	747	1	1	565	0	0	0.8848049156	A	0	0	0	10	1	0	Cellular_Organisms	4	4	6	7	30	30	68	73	0.00569444400000	0.00569444400000	0.00847222200000	0.00986111100000	0.04236111100000	0.04236111100000	0.09513888800000	0.10208333300000
YCR092C	1018	0.2198	748	1	1	4321	3	2	0.8149715104	A	0	0	0	10	1	0	Cellular_Organisms	7	10	14	14	62	77	110	110	0.00697445900000	0.00992141400000	0.01385068700000	0.01385068700000	0.06139489100000	0.07612966600000	0.10854616800000	0.10854616800000
YCR093W	2108	0.1618	749	2	2	3662	22	7	1.0274828394	A	0	0	0	10	1	0	Eukaryota	46	52	33	35	463	493	324	334	0.02186907000000	0.02471537000000	0.01570208700000	0.01665085300000	0.21987666000000	0.23410815900000	0.15393738100000	0.15868121400000
YCR094W	391	0.2587	750	2	2	4029	3	0	0.9936413043	A	0	0	0	10	1	0	Eukaryota	3	5	6	6	35	45	53	53	0.00792838800000	0.01304347800000	0.01560102300000	0.01560102300000	0.09079283800000	0.11636828600000	0.13682864400000	0.13682864400000
YCR095C	362	0.2524	751	2	2	2884	4	3	0.8573935426	A	0	0	0	9	1	0	Eukaryota	5	5	5	5	53	53	51	51	0.01408839700000	0.01408839700000	0.01408839700000	0.01408839700000	0.14779005500000	0.14779005500000	0.14226519300000	0.14226519300000
YCR095W-A	52	0.0233	752	10	10	5034	0	0	0.9073025201	A	0	1	0	1	1	0	Saccharomyces_cerevisiae	1	1	2	2	6	6	17	17	0.02115384600000	0.02115384600000	0.04038461500000	0.04038461500000	0.12500000000000	0.12500000000000	0.33653846100000	0.33653846100000
YCR096C	119	0.4166	753	2	2	3858	1	0	0.9994257624	A	0	0	0	9	1	0	Eukaryota	1	1	1	1	7	7	10	10	0.00924369700000	0.00924369700000	0.00924369700000	0.00924369700000	0.06302521000000	0.06302521000000	0.08823529400000	0.08823529400000
YCR097W	126	0.3847	754	2	2	790	0	0	0.8692681445	A	0	0	0	7	1	0	Eukaryota	1	2	2	3	7	12	28	33	0.00873015800000	0.01666666600000	0.01666666600000	0.02460317400000	0.05952380900000	0.09920634900000	0.22619047600000	0.26587301500000
YCR097W-A	88	0.0014	755	10	10	5347	0	0	0.7283712065	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	3	3	3	3	53	53	57	57	0.03522727200000	0.03522727200000	0.03522727200000	0.03522727200000	0.60795454500000	0.60795454500000	0.65340909000000	0.65340909000000
YCR098C	518	0.1154	756	1	1	3882	2	0	1.2181344808	A	0	0	0	10	1	0	Cellular_Organisms	15	17	11	11	179	189	120	120	0.02915057900000	0.03301158300000	0.02142857100000	0.02142857100000	0.34652509600000	0.36583011500000	0.23262548200000	0.23262548200000
YCR099C	155	0.3549	757	2	2	2911	8	0	1.0938789088	AR	0	0	0	10	1	0	Eukaryota	1	1	0	0	7	7	0	0	0.00709677400000	0.00709677400000	0.00064516100000	0.00064516100000	0.04838709600000	0.04838709600000	0.00322580600000	0.00322580600000
YCR100C	316	0.2372	758	2	2	2911	0	0	0.9113789936	AR	0	0	0	10	1	0	Eukaryota	4	6	7	7	27	37	73	73	0.01297468300000	0.01930379700000	0.02246835400000	0.02246835400000	0.08702531600000	0.11867088600000	0.23259493600000	0.23259493600000
YCR101C	182	0.1205	759	4	2	2911	2	0	1.1315084017	AR	0	0	0	10	1	0	Eukaryota	4	4	5	5	40	40	44	44	0.02252747200000	0.02252747200000	0.02802197800000	0.02802197800000	0.22252747200000	0.22252747200000	0.24450549400000	0.24450549400000
YCR102C	368	0.2221	760	1	1	2826	0	0	0.8474037247	A	0	0	0	10	1	0	Cellular_Organisms	5	9	6	6	47	67	54	54	0.01385869500000	0.02472826000000	0.01657608600000	0.01657608600000	0.12907608600000	0.18342391300000	0.14809782600000	0.14809782600000
YCR102W-A	65	0.0574	761	10	9	2512	0	0	0.7731920857	AR	1	0	0	6	1	1	Saccharomycetaceae	1	1	2	2	12	12	27	27	0.01692307600000	0.01692307600000	0.03230769200000	0.03230769200000	0.19230769200000	0.19230769200000	0.42307692300000	0.42307692300000
YCR104W	124	0.1399	762	8	8	3983	0	0	0.6585455961	AON	0	0	0	5	1	0	Saccharomycetales	2	2	2	2	22	22	19	19	0.01693548300000	0.01693548300000	0.01693548300000	0.01693548300000	0.18145161200000	0.18145161200000	0.15725806400000	0.15725806400000
YCR105W	361	0.2139	763	1	1	5416	1	0	0.7661367336	A	0	0	0	10	1	0	Cellular_Organisms	2	5	4	4	15	30	29	29	0.00581717400000	0.01412742300000	0.01135734000000	0.01135734000000	0.04293628800000	0.08448753400000	0.08171745100000	0.08171745100000
YCR106W	832	0.1512	764	2	2	4826	23	0	0.9908121714	AN	0	0	0	10	1	0	Eukaryota	11	14	13	13	127	142	126	126	0.01334134600000	0.01694711500000	0.01574519200000	0.01574519200000	0.15324519200000	0.17127403800000	0.15204326900000	0.15204326900000
YCR107W	363	0.2041	765	1	1	2881	0	0	1.0269859026	A	0	0	0	10	1	0	Cellular_Organisms	4	5	4	4	37	42	42	42	0.01129476500000	0.01404958600000	0.01129476500000	0.01129476500000	0.10330578500000	0.11707988900000	0.11707988900000	0.11707988900000
YCR108C	63	0.3093	766	10	10	1019	0	0	0.7532781228	A	0	1	0	1	1	0	Saccharomyces_cerevisiae	1	1	0	0	7	7	0	0	0.01746031700000	0.01746031700000	0.00158730100000	0.00158730100000	0.11904761900000	0.11904761900000	0.00793650700000	0.00793650700000
YDL248W	383	0.0583	767	9	9	2512	0	0	1.2061321606	AR	0	0	0	6	1	0	Saccharomycetaceae	11	12	7	7	100	105	61	61	0.02898172300000	0.03159268900000	0.01853785900000	0.01853785900000	0.26240208800000	0.27545691900000	0.16057441200000	0.16057441200000
YDL247W-A	24	0.4960	768	10	10	2639	0	0	0.9583333333	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0.00416666600000	0.00416666600000	0.00416666600000	0.00416666600000	0.02083333300000	0.02083333300000	0.02083333300000	0.02083333300000
YDL247W	609	0.1337	769	1	1	1349	1	0	1.1311738471	A	0	0	0	10	1	0	Cellular_Organisms	15	15	10	10	201	201	153	153	0.02479474500000	0.02479474500000	0.01658456400000	0.01658456400000	0.33087027900000	0.33087027900000	0.25205254500000	0.25205254500000
YDL246C	357	0.2256	770	1	1	4533	0	0	0.7936049348	A	0	0	0	10	1	0	Cellular_Organisms	4	4	4	4	38	38	31	31	0.01148459300000	0.01148459300000	0.01148459300000	0.01148459300000	0.10784313700000	0.10784313700000	0.08823529400000	0.08823529400000
YDL245C	567	0.0795	771	1	1	1049	0	0	1.1827982003	A	0	0	0	10	1	0	Cellular_Organisms	14	15	17	17	202	207	217	217	0.02486772400000	0.02663139300000	0.03015873000000	0.03015873000000	0.35714285700000	0.36596119900000	0.38359788300000	0.38359788300000
YDL244W	340	0.1780	772	1	1	543	0	0	0.6626575732	A	0	0	0	10	1	0	Cellular_Organisms	3	3	5	5	25	25	36	36	0.00911764700000	0.00911764700000	0.01500000000000	0.01500000000000	0.07500000000000	0.07500000000000	0.10735294100000	0.10735294100000
YDL243C	329	0.2325	773	1	1	2881	2	0	0.9282150353	A	0	0	0	10	1	0	Cellular_Organisms	3	4	5	5	29	34	45	45	0.00942249200000	0.01246200600000	0.01550151900000	0.01550151900000	0.08966565300000	0.10486322100000	0.13829787200000	0.13829787200000
YDL242W	117	0.2946	774	10	10	4943	0	0	1.2328594829	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	2	2	3	3	13	13	22	22	0.01794871700000	0.01794871700000	0.02649572600000	0.02649572600000	0.11538461500000	0.11538461500000	0.19230769200000	0.19230769200000
YDL241W	123	0.2711	775	10	10	4092	2	0	1.4787140244	A	0	1	0	4	1	0	Saccharomyces_cerevisiae	1	2	2	2	12	17	25	25	0.00894308900000	0.01707317000000	0.01707317000000	0.01707317000000	0.10162601600000	0.14227642200000	0.20731707300000	0.20731707300000
YDL240C-A	45	0.0137	776	10	10	3577	0	0	2.3952224736	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	1	1	1	1	16	16	16	16	0.02444444400000	0.02444444400000	0.02444444400000	0.02444444400000	0.36666666600000	0.36666666600000	0.36666666600000	0.36666666600000
YDL240W	1017	0.2514	777	2	2	2500	6	0	0.8899845112	A	0	0	0	10	1	0	Eukaryota	13	14	10	10	106	111	92	92	0.01288102200000	0.01386430600000	0.00993117000000	0.00993117000000	0.10471976400000	0.10963618400000	0.09095378500000	0.09095378500000
YDL239C	790	0.3964	778	8	8	1693	35	0	0.8118453963	A	0	0	0	7	1	0	Saccharomycetales	1	5	6	7	6	26	48	53	0.00139240500000	0.00645569600000	0.00772151800000	0.00898734100000	0.00822784800000	0.03354430300000	0.06139240500000	0.06772151800000
YDL238C	489	0.2856	779	1	1	1264	1	0	0.7902240849	A	0	0	0	10	1	0	Cellular_Organisms	3	3	5	5	22	22	45	45	0.00633946800000	0.00633946800000	0.01042944700000	0.01042944700000	0.04601226900000	0.04601226900000	0.09304703400000	0.09304703400000
YDL237W	390	0.1336	780	1	1	517	1	0	0.9091438131	A	0	0	0	9	1	0	Cellular_Organisms	5	6	7	8	48	53	60	65	0.01307692300000	0.01564102500000	0.01820512800000	0.02076923000000	0.12435897400000	0.13717948700000	0.15512820500000	0.16794871700000
YDL236W	312	0.1819	781	1	1	1639	2	0	0.7915316306	A	0	0	0	10	1	0	Cellular_Organisms	5	8	3	3	38	53	26	26	0.01634615300000	0.02596153800000	0.00993589700000	0.00993589700000	0.12339743500000	0.17147435800000	0.08493589700000	0.08493589700000
YDL235C	167	0.1992	782	4	4	1713	3	0	0.7828617989	A	0	0	0	10	1	0	Fungi	3	4	3	3	22	27	30	30	0.01856287400000	0.02455089800000	0.01856287400000	0.01856287400000	0.13473053800000	0.16467065800000	0.18263473000000	0.18263473000000
YDL234C	746	0.2212	783	2	2	126	1	0	0.9660559497	A	0	0	0	10	1	0	Eukaryota	7	9	9	9	78	88	107	107	0.00951742600000	0.01219839100000	0.01219839100000	0.01219839100000	0.10522788200000	0.11863270700000	0.14410187600000	0.14410187600000
YDL233W	458	0.3903	784	5	5	868	9	0	1.0315868375	A	0	0	0	6	1	0	Dikarya	3	4	6	7	26	31	85	90	0.00676855800000	0.00895196500000	0.01331877700000	0.01550218300000	0.05786026200000	0.06877729200000	0.18668122200000	0.19759825300000
YDL232W	36	0.0611	785	8	8	4154	0	0	1.7500000000	A	0	0	0	10	1	0	Saccharomycetales	1	1	1	1	17	17	6	6	0.03055555500000	0.03055555500000	0.03055555500000	0.03055555500000	0.48611111100000	0.48611111100000	0.18055555500000	0.18055555500000
YDL231C	1125	0.1606	786	3	3	5438	1	0	1.0809533587	A	0	0	0	6	1	0	Opisthokonta	18	23	18	19	223	248	219	224	0.01608888800000	0.02053333300000	0.01608888800000	0.01697777700000	0.19866666600000	0.22088888800000	0.19511111100000	0.19955555500000
YDL230W	335	0.2822	787	1	1	3037	3	0	1.0237822369	A	0	0	0	10	1	0	Cellular_Organisms	4	8	2	2	25	45	26	26	0.01223880500000	0.02417910400000	0.00626865600000	0.00626865600000	0.07611940200000	0.13582089500000	0.07910447700000	0.07910447700000
YDL229W	613	0.3236	788	1	1	3613	0	0	0.7329769853	A	0	0	0	10	1	0	Cellular_Organisms	2	5	7	7	13	28	42	42	0.00342577400000	0.00831973800000	0.01158238100000	0.01158238100000	0.02202283800000	0.04649265900000	0.06933115800000	0.06933115800000
YDL228C	213	0.1248	789	1	1	4349	0	0	0.6672558949	A	0	0	0		0	0	Cellular_Organisms	3	3	2	2	40	40	36	36	0.01455399000000	0.01455399000000	0.00985915400000	0.00985915400000	0.19014084500000	0.19014084500000	0.17136150200000	0.17136150200000
YDL227C	586	0.3271	790	1	1	4953	2	0	0.7936602482	A	0	0	0	7	1	0	Cellular_Organisms	4	5	5	5	36	41	34	34	0.00699658700000	0.00870307100000	0.00870307100000	0.00870307100000	0.06228668900000	0.07081911200000	0.05887372000000	0.05887372000000
YDL226C	352	0.5791	791	2	2	3772	18	2	0.9274856205	A	0	0	0	10	1	0	Eukaryota	1	1	2	2	7	7	21	21	0.00312500000000	0.00312500000000	0.00596590900000	0.00596590900000	0.02130681800000	0.02130681800000	0.06107954500000	0.06107954500000
YDL225W	551	0.4550	792	2	1	3416	5	6	0.8421793489	AR	0	0	0	10	1	0	Cellular_Organisms	3	5	4	4	25	35	35	35	0.00562613400000	0.00925589800000	0.00744101600000	0.00744101600000	0.04627949100000	0.06442831200000	0.06442831200000	0.06442831200000
YDL224C	649	0.5499	793	2	2	5231	6	0	0.9873256248	A	0	0	0	10	1	0	Eukaryota	2	3	5	5	17	22	48	48	0.00323574700000	0.00477657900000	0.00785824300000	0.00785824300000	0.02696456000000	0.03466872100000	0.07473035400000	0.07473035400000
YDL223C	1046	0.8084	794	10	10	1091	2	0	0.9188193990	A	0	1	0	9	1	0	Saccharomyces_cerevisiae	0	0	1	1	0	0	8	8	0.00009560200000	0.00009560200000	0.00105162500000	0.00105162500000	0.00047801100000	0.00047801100000	0.00812619500000	0.00812619500000
YDL222C	309	0.2216	795	6	6	358	0	0	2.0361173695	A	0	0	0	9	1	0	Ascomycota	5	6	5	5	84	89	83	83	0.01650485400000	0.01974110000000	0.01650485400000	0.01650485400000	0.27346278300000	0.28964401200000	0.27022653700000	0.27022653700000
YDL221W	183	0.1427	796	10	10	2021	0	0	0.8624894347	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	3	4	3	3	24	29	22	22	0.01693989000000	0.02240437100000	0.01693989000000	0.01693989000000	0.13387978100000	0.16120218500000	0.12295081900000	0.12295081900000
YDL220C	924	0.2887	797	9	9	1621	12	0	0.8328699639	A	0	0	0	6	1	0	Saccharomycetaceae	6	9	10	10	57	72	78	78	0.00660173100000	0.00984848400000	0.01093073500000	0.01093073500000	0.06222943700000	0.07846320300000	0.08495670900000	0.08495670900000
YDL219W	150	0.2077	798	1	1	3512	2	0	0.9697475144	A	0	0	0	10	1	0	Cellular_Organisms	4	5	0	0	39	44	0	0	0.02733333300000	0.03400000000000	0.00066666600000	0.00066666600000	0.26333333300000	0.29666666600000	0.00333333300000	0.00333333300000
YDL218W	317	0.3856	799	7	7	820	3	0	2.2485852626	A	0	0	0	7	1	0	Saccharomyceta	5	5	5	5	84	84	90	90	0.01608832800000	0.01608832800000	0.01608832800000	0.01608832800000	0.26656151400000	0.26656151400000	0.28548895800000	0.28548895800000
YDL217C	207	0.2900	800	2	2	4318	0	0	0.9958109087	A	0	0	0	10	1	0	Eukaryota	4	5	4	4	45	50	35	35	0.01980676300000	0.02463768100000	0.01980676300000	0.01980676300000	0.21980676300000	0.24396135200000	0.17149758400000	0.17149758400000
YDL216C	440	0.3795	801	1	1	923	0	0	0.9322912204	A	0	0	0	10	1	0	Cellular_Organisms	2	4	5	5	16	26	30	30	0.00477272700000	0.00931818100000	0.01159090900000	0.01159090900000	0.03750000000000	0.06022727200000	0.06931818100000	0.06931818100000
YDL215C	1092	0.1773	802	1	1	5447	2	0	0.9282306441	A	0	0	0	10	1	0	Cellular_Organisms	7	13	19	19	64	94	173	173	0.00650183100000	0.01199633600000	0.01749084200000	0.01749084200000	0.05906593400000	0.08653846100000	0.15888278300000	0.15888278300000
YDL214C	699	0.3307	803	1	1	813	0	0	0.9625651100	A	0	0	0	10	1	0	Cellular_Organisms	3	6	7	7	26	41	67	67	0.00443490700000	0.00872675200000	0.01015736700000	0.01015736700000	0.03791130100000	0.05937052900000	0.09656652300000	0.09656652300000
YDL213C	225	0.6519	804	2	2	3867	0	0	1.1524413840	A	0	0	0	10	1	0	Eukaryota	1	1	0	0	6	6	0	0	0.00488888800000	0.00488888800000	0.00044444400000	0.00044444400000	0.02888888800000	0.02888888800000	0.00222222200000	0.00222222200000
YDL212W	210	0.1619	805	4	4	3115	0	0	1.2637089232	A	0	0	0	10	1	0	Fungi	4	4	4	4	69	69	51	51	0.01952380900000	0.01952380900000	0.01952380900000	0.01952380900000	0.33095238000000	0.33095238000000	0.24523809500000	0.24523809500000
YDL211C	372	0.3902	806	9	9	530	2	0	1.2242515800	A	0	0	0	6	1	0	Saccharomycetaceae	1	4	4	4	18	33	36	36	0.00295698900000	0.01102150500000	0.01102150500000	0.01102150500000	0.04973118200000	0.09005376300000	0.09811827900000	0.09811827900000
YDL210W	571	0.0624	807	1	1	4648	3	0	1.1539779160	A	0	0	0	10	1	0	Cellular_Organisms	14	16	18	18	199	209	194	194	0.02469352000000	0.02819614700000	0.03169877400000	0.03169877400000	0.34938704000000	0.36690017500000	0.34063047200000	0.34063047200000
YDL209C	339	0.3649	808	2	2	514	0	0	0.8162120845	A	0	0	0	10	1	0	Eukaryota	3	3	2	2	22	22	21	21	0.00914454200000	0.00914454200000	0.00619469000000	0.00619469000000	0.06637168100000	0.06637168100000	0.06342182800000	0.06342182800000
YDL208W	156	0.4224	809	1	1	146	0	0	1.5161399788	A	0	0	0	10	1	0	Cellular_Organisms	2	2	2	2	15	15	12	12	0.01346153800000	0.01346153800000	0.01346153800000	0.01346153800000	0.09935897400000	0.09935897400000	0.08012820500000	0.08012820500000
YDL207W	538	0.3745	810	2	2	4567	0	0	1.1591765941	A	0	0	0	10	1	0	Eukaryota	6	8	7	7	51	61	59	59	0.01133828900000	0.01505576200000	0.01319702600000	0.01319702600000	0.09572490700000	0.11431226700000	0.11059479500000	0.11059479500000
YDL206W	762	0.1336	811	1	1	5422	1	0	1.0989722558	A	0	0	0	10	1	0	Cellular_Organisms	18	18	15	15	241	241	262	262	0.02375328000000	0.02375328000000	0.01981627200000	0.01981627200000	0.31692913300000	0.31692913300000	0.34448818800000	0.34448818800000
YDL205C	327	0.2619	812	1	1	1865	0	0	0.7205451840	A	0	0	0	10	1	0	Cellular_Organisms	3	3	1	1	24	24	9	9	0.00948012200000	0.00948012200000	0.00336391400000	0.00336391400000	0.07492354700000	0.07492354700000	0.02905198700000	0.02905198700000
YDL204W	393	0.4564	813	3	2	2250	3	0	1.3441007005	AN	0	0	0	8	1	0	Eukaryota	5	6	3	3	73	78	60	60	0.01297709900000	0.01552162800000	0.00788804000000	0.00788804000000	0.18702290000000	0.19974554700000	0.15394402000000	0.15394402000000
YDL203C	623	0.3702	814	1	1	4122	7	3	0.8898352680	A	0	0	0	10	1	0	Cellular_Organisms	6	6	10	10	45	45	69	69	0.00979133200000	0.00979133200000	0.01621187800000	0.01621187800000	0.07303370700000	0.07303370700000	0.11155698200000	0.11155698200000
YDL202W	249	0.3513	815	1	1	1193	2	0	1.0291144415	A	0	0	0	7	1	0	Cellular_Organisms	3	5	3	3	20	30	24	24	0.01244979900000	0.02048192700000	0.01244979900000	0.01244979900000	0.08232931700000	0.12248995900000	0.09839357400000	0.09839357400000
YDL201W	286	0.3052	816	1	1	3090	0	1	0.9088871638	A	0	0	0	10	1	0	Cellular_Organisms	3	4	2	2	20	25	18	18	0.01083916000000	0.01433566400000	0.00734265700000	0.00734265700000	0.07167832100000	0.08916083900000	0.06468531400000	0.06468531400000
YDL200C	188	0.2114	817	1	1	5404	0	0	0.9397951485	A	0	0	0	10	1	0	Cellular_Organisms	3	4	4	4	21	26	34	34	0.01648936100000	0.02180851000000	0.02180851000000	0.02180851000000	0.11436170200000	0.14095744600000	0.18351063800000	0.18351063800000
YDL199C	687	0.2123	818	1	1	3805	1	0	1.2388797948	A	0	0	0	10	1	0	Cellular_Organisms	14	18	16	16	213	233	196	196	0.02052401700000	0.02634643300000	0.02343522500000	0.02343522500000	0.31077147000000	0.33988355100000	0.28602620000000	0.28602620000000
YDL198C	300	0.1456	819	2	2	2924	1	0	0.7739720888	A	0	0	0	10	1	0	Eukaryota	4	6	4	4	34	44	44	44	0.01366666600000	0.02033333300000	0.01366666600000	0.01366666600000	0.11500000000000	0.14833333300000	0.14833333300000	0.14833333300000
YDL197C	525	0.4970	820	3	3	2316	1	1	0.8188250165	A	0	0	0	9	1	0	Opisthokonta	1	2	3	3	7	12	23	23	0.00209523800000	0.00400000000000	0.00590476100000	0.00590476100000	0.01428571400000	0.02380952300000	0.04476190400000	0.04476190400000
YDL196W	109	0.1300	821	10	10	4625	0	0	1.1189010054	A	1	0	0	7	1	0	Saccharomyces_cerevisiae	2	2	3	3	32	32	43	43	0.01926605500000	0.01926605500000	0.02844036600000	0.02844036600000	0.29816513700000	0.29816513700000	0.39908256800000	0.39908256800000
YDL195W	1273	0.4932	822	1	1	1937	3	7	1.0854894366	A	0	0	0	10	1	0	Cellular_Organisms	6	10	10	10	45	65	75	75	0.00479183000000	0.00793401400000	0.00793401400000	0.00793401400000	0.03574234000000	0.05145326000000	0.05930871900000	0.05930871900000
YDL194W	884	0.3445	823	1	1	1049	2	0	1.1742536163	A	0	0	0	10	1	0	Cellular_Organisms	12	12	16	17	204	204	202	207	0.01368778200000	0.01368778200000	0.01821266900000	0.01934389100000	0.23133484100000	0.23133484100000	0.22907239800000	0.23472850600000
YDL193W	375	0.2651	824	1	1	401	4	0	0.8821064381	A	0	0	0	10	1	0	Cellular_Organisms	6	9	5	5	57	72	67	67	0.01626666600000	0.02426666600000	0.01360000000000	0.01360000000000	0.15333333300000	0.19333333300000	0.18000000000000	0.18000000000000
YDL192W	181	0.1682	825	1	1	4458	7	2	1.0373025242	A	0	0	0	10	1	0	Cellular_Organisms	4	4	2	2	25	25	12	12	0.02265193300000	0.02265193300000	0.01160220900000	0.01160220900000	0.14088397700000	0.14088397700000	0.06906077300000	0.06906077300000
YDL191W	120	0.3750	826	1	1	1584	0	0	0.7096188748	A	0	0	0	10	1	0	Cellular_Organisms	1	1	0	0	8	8	0	0	0.00916666600000	0.00916666600000	0.00083333300000	0.00083333300000	0.07083333300000	0.07083333300000	0.00416666600000	0.00416666600000
YDL190C	961	0.1844	827	2	2	4324	9	5	0.8419058767	A	0	0	0	10	1	0	Eukaryota	16	19	22	22	173	188	208	208	0.01675338100000	0.01987513000000	0.02299687800000	0.02299687800000	0.18054110300000	0.19614984300000	0.21696149800000	0.21696149800000
YDL189W	457	0.5742	828	3	3	2245	7	0	1.1546113555	A	0	0	0	6	1	0	Opisthokonta	1	2	1	2	6	11	23	28	0.00240700200000	0.00459518500000	0.00240700200000	0.00459518500000	0.01422319400000	0.02516411300000	0.05142231900000	0.06236323800000
YDL188C	377	0.3751	829	1	1	144	3	9	0.8921443529	A	0	0	0	10	1	0	Cellular_Organisms	3	5	5	5	21	31	36	36	0.00822281100000	0.01352785100000	0.01352785100000	0.01352785100000	0.05702917700000	0.08355437600000	0.09681697600000	0.09681697600000
