GeneUID	SequenceUID	CordesBinaryHydrophobicDispersionBlock6
YEL012W	1698	0.9507099759
YEL011W	1699	1.0323021899
YEL010W	1700	1.3932936245
YEL009C-A	1701	1.3367346939
YEL009C	1702	0.8230222272
YEL008W	1703	1.4778794813
YEL008C-A	1704	1.4500000000
YEL007W	1705	1.0992445193
YEL006W	1706	1.1211729492
YEL005C	1707	0.5253372665
YEL004W	1708	1.0180410607
YEL003W	1709	1.1192171605
YEL002C	1710	1.2000175658
YEL001C	1711	1.1957126842
YER001W	1712	1.4685681103
YER002W	1713	0.8072546230
YER003C	1714	1.0023106068
YER004W	1715	0.9718982609
YER005W	1716	0.8578814720
YER006W	1717	0.9835862856
YER006C-A	1718	1.2481177154
YER007W	1719	0.7113448160
YER007C-A	1720	0.7741379955
YER008C	1721	0.8752112526
YER009W	1722	0.8731628147
YER010C	1723	0.7322919598
YER011W	1724	1.4031104588
YER012W	1725	1.2396346255
YER013W	1726	0.8805360458
YER014W	1727	1.0066707998
YER014C-A	1728	1.2127845730
YER015W	1729	0.8352687438
YER016W	1730	0.7437890400
YER017C	1731	1.0566799494
YER018C	1732	1.0412878962
YER019W	1733	1.0982603208
YER019C-A	1734	1.5306943751
YER020W	1735	1.0585563780
YER021W	1736	0.9853244103
YER022W	1737	1.0562819283
YER023W	1738	1.0608467811
YER023C-A	1739	0.8070711501
YER024W	1740	0.9542014769
YER025W	1741	1.2176886485
YER026C	1742	1.1363463973
YER027C	1743	0.7963254829
YER028C	1744	0.9890393721
YER029C	1745	1.0168460270
YER030W	1746	1.1182712215
YER031C	1747	1.0723697918
YER032W	1748	0.9947578124
YER033C	1749	0.9917351150
YER034W	1750	1.0149096364
YER035W	1751	1.3041776372
YER036C	1752	0.9864104451
YER037W	1753	0.9772569806
YER038C	1754	0.9805571423
YER038W-A	1755	0.9001358696
YER039C	1756	1.3112867513
YER039C-A	1757	0.8921726922
YER040W	1758	0.9731712053
YER041W	1759	1.1159491654
YER042W	1760	0.8918220987
YER043C	1761	0.9642156255
YER044C	1762	1.2753856286
YER044C-A	1763	0.8978976363
YER045C	1764	0.7013028347
YER046W	1765	0.7965441256
YER046W-A	1766	1.0923476287
YER047C	1767	1.0351034161
YER048C	1768	1.0538830090
YER048W-A	1769	0.6151704856
YER049W	1770	0.8082661449
YER050C	1771	0.6544763376
YER051W	1772	0.8782039318
YER052C	1773	0.9592735860
YER053C	1774	1.0330879312
YER053C-A	1775	1.4468653251
YER054C	1776	0.9997210324
YER055C	1777	0.9060081009
YER056C	1778	1.3339021527
YER056C-A	1779	0.9576453738
YER057C	1780	0.8152792008
YER058W	1781	1.1290691835
YER059W	1782	1.2513700010
YER060W	1783	1.5218068159
YER060W-A	1784	1.2419160960
YER061C	1785	1.0411302302
YER062C	1786	0.9029661845
YER063W	1787	1.1026780455
YER064C	1788	0.8144039343
YER065C	1789	0.9136321715
YER066W	1790	0.9675455884
YER066C-A	1791	1.1405603302
YER067W	1792	0.8909417973
YER067C-A	1793	0.6097551920
YER068W	1794	1.0537380763
YER068C-A	1795	1.0148598648
YER069W	1796	0.8389615703
YER070W	1797	0.8613098505
YER071C	1798	1.1728395062
YER072W	1799	1.4278380862
YER073W	1800	0.8802505738
YER074W	1801	0.9996995329
YER074W-A	1802	2.0295717355
YER075C	1803	0.9786545148
YER076C	1804	0.8423614440
YER076W-A	1805	1.1447872412
YER077C	1806	0.9042692083
YER078C	1807	0.7627101540
YER078W-A	1808	0.6213793103
YER079W	1809	1.3287702618
YER079C-A	1810	0.9917575558
YER080W	1811	0.7312756777
YER081W	1812	0.8240140036
YER082C	1813	0.8530767293
YER083C	1814	1.0657395119
YER084W	1815	1.1294926418
YER084W-A	1816	0.7629270273
YER085C	1817	0.7679355676
YER086W	1818	1.1020857890
YER087W	1819	0.9707940371
YER087C-A	1820	0.9626551844
YER087C-B	1821	2.1979795301
YER088C	1822	0.9155859892
YER088C-A	1823	0.8986228684
YER088W-B	1824	1.3428571429
YER089C	1825	1.1637221872
YER090W	1826	0.9443080422
YER090C-A	1827	3.2246266080
YER091C	1828	0.8797798860
YER091C-A	1829	1.4447195358
YER092W	1830	0.5011710689
YER093C	1831	0.9851139795
YER093C-A	1832	1.0954383303
YER094C	1833	1.1460888473
YER095W	1834	0.8341702193
YER096W	1835	0.7819233983
YER097W	1836	0.6960395378
YER098W	1837	1.1264999193
YER099C	1838	0.9419366487
YER100W	1839	1.4000867217
YER101C	1840	0.8591071873
YER102W	1841	0.7153374143
YER103W	1842	1.0489616157
YER104W	1843	0.9303502540
YER105C	1844	0.9548753191
YER106W	1845	1.0089572203
YER107C	1846	0.7984883112
YER107W-A	1847	1.1612241026
YER109C	1848	1.1806891668
YER110C	1849	1.0689990476
YER111C	1850	1.1576753309
YER112W	1851	1.2846865603
YER113C	1852	1.3673744188
YER114C	1853	1.0212422231
YER115C	1854	1.1284398823
YER116C	1855	1.0298149055
YER117W	1856	0.7797721005
YER118C	1857	1.1616638322
YER119C	1858	1.1775056009
YER119C-A	1859	0.9964801834
YER120W	1860	1.5842399188
YER121W	1861	0.6910921178
YER122C	1862	0.9623198527
YER123W	1863	1.2976288021
YER124C	1864	0.8214630580
YER125W	1865	1.2204179511
YER126C	1866	1.1004631198
YER127W	1867	1.0971149494
YER128W	1868	1.3064656922
YER129W	1869	1.0361518427
YER130C	1870	0.8006793729
YER131W	1871	1.1090046924
YER132C	1872	1.0515653599
YER133W	1873	0.7302688203
YER133W-A	1874	0.5799784417
YER134C	1875	0.7932400712
YER135C	1876	1.1141378396
YER136W	1877	1.0285645600
YER137C	1878	1.3339130435
YER137W-A	1879	1.3304684186
YER138C	1880	1.0534254176
YER137C-A	1881	1.0084587467
YER138W-A	1882	2.2732405462
YER139C	1883	1.0631065155
YER140W	1884	1.3835462650
YER141W	1885	1.2637352866
YER142C	1886	0.8747717743
YER143W	1887	0.7211139486
YER144C	1888	0.7474265639
YER145C	1889	1.4839581506
YER145C-A	1890	1.2485588666
YER146W	1891	1.3647749071
YER147C	1892	0.9346481159
YER147C-A	1893	0.6295926517
YER148W	1894	1.2190955462
YER148W-A	1895	0.9888490641
YER149C	1896	0.8408026756
YER150W	1897	1.7932374680
YER151C	1898	1.1048982747
YER152C	1899	0.8738337784
YER152W-A	1900	1.1332427261
YER153C	1901	1.0673921236
YER154W	1902	0.8244122488
YER155C	1903	1.0040142955
YER156C	1904	0.9948661462
YER157W	1905	0.7876262500
YER158C	1906	0.9164105251
YER158W-A	1907	1.2465594521
YER159C	1908	0.9803680386
YER160C	1909	1.0499282498
YER159C-A	1910	1.0189408692
YER161C	1911	1.1874423877
YER162C	1912	1.0238392427
YER163C	1913	0.9921040186
YER164W	1914	1.1605569601
YER165W	1915	1.0872409572
YER165C-A	1916	0.9438203927
YER166W	1917	1.1834784680
YER167W	1918	0.8946127059
YER168C	1919	0.7604357322
YER169W	1920	0.8060579250
YER170W	1921	0.9446356366
YER171W	1922	0.8758994027
YER172C	1923	0.9869276880
YER172C-A	1924	1.2776506484
YER173W	1925	0.8761634940
YER174C	1926	1.1988495938
YER175C	1927	0.9669048539
YER175W-A	1928	0.7858620690
YER176W	1929	1.1320096244
YER177W	1930	1.0050906657
YER178W	1931	1.2035526282
YER179W	1932	0.8444145882
YER180C	1933	0.6841671467
YER180C-A	1934	0.7174765618
YER181C	1935	1.0357490143
YER182W	1936	1.1520348345
YER183C	1937	1.0100262790
YER184C	1938	0.8676466448
YER185W	1939	1.5170040272
YER186C	1940	1.0536486188
YER187W	1941	0.9378192304
YER188W	1942	0.9157826183
YER188C-A	1943	0.8126479382
YER189W	1944	0.9472059779
YER190W	1945	1.0899816123
YER190C-A	1946	1.2813023003
YER190C-B	1947	1.0565969101
YFL068W	1948	1.0542841929
YFL067W	1949	1.3414174911
YFL066C	1950	0.8885285136
YFL065C	1951	0.9468750000
YFL064C	1952	0.7489177489
YFL063W	1953	0.8242059511
YFL062W	1954	1.1228905385
YFL061W	1955	0.5845234822
YFL060C	1956	0.7675494822
YFL059W	1957	0.9593229311
YFL058W	1958	0.9107926642
YFL057C	1959	0.9546912759
YFL056C	1960	1.0982561136
YFL055W	1961	1.3362616391
YFL054C	1962	1.5114550493
YFL053W	1963	1.0665341936
YFL052W	1964	1.0711658648
YFL051C	1965	1.5122037975
YFL050C	1966	1.0804796729
YFL049W	1967	0.9232909547
YFL048C	1968	0.8748402854
YFL047W	1969	0.8227763708
YFL046W	1970	0.9875383180
YFL045C	1971	0.9712633285
YFL044C	1972	0.9864755493
YFL042C	1973	1.2491383340
YFL041W-A	1974	0.6745458554
YFL041W	1975	0.8388010963
YFL040W	1976	1.1638007865
YFL039C	1977	0.8584142642
YFL038C	1978	1.1057256185
YFL037W	1979	0.9197847108
YFL036W	1980	0.7438473506
YFL034C-B	1981	1.2256000021
YFL034C-A	1982	1.2776613274
YFL034W	1983	1.3798113787
YFL033C	1984	1.0304420005
YFL032W	1985	1.7532497996
YFL031W	1986	0.8206854014
YFL031C-A	1987	0.4260719111
YFL030W	1988	0.8922076130
YFL029C	1989	1.1163488679
YFL028C	1990	1.0762310208
YFL027C	1991	0.8884965493
YFL026W	1992	1.3566996237
YFL025C	1993	1.1394811973
YFL024C	1994	0.8834481386
YFL023W	1995	0.9733924253
YFL022C	1996	0.7564129041
YFL021C-A	1997	1.2335470948
YFL021W	1998	1.1050398162
YFL020C	1999	1.2284936741
YFL019C	2000	0.7995439998
YFL018C	2001	1.0271542464
YFL017W-A	2002	0.8231322231
YFL017C	2003	0.7915223093
YFL016C	2004	1.1931068202
YFL015W-A	2005	1.2536355887
YFL015C	2006	1.9581329309
YFL014W	2007	1.0098619223
YFL013W-A	2008	0.9957745933
YFL013C	2009	1.0312598865
YFL012W-A	2010	1.0137059714
YFL012W	2011	0.9874138486
YFL011W	2012	1.4832837838
YFL010W-A	2013	1.0002213404
YFL010C	2014	2.2812657114
YFL009W	2015	0.9034918202
YFL008W	2016	0.9043842684
YFL007W	2017	0.9559464455
YFL005W	2018	1.0357753874
YFL004W	2019	0.9262173437
YFL003C	2020	0.7230096521
YFL002W-A	2021	1.0435190383
YFL002W-B	2022	1.0016566812
YFL002C	2023	0.7337849489
YFL001W	2024	0.9987754773
YFR001W	2025	0.5025568182
YFR002W	2026	0.9192628829
YFR003C	2027	1.2963982302
YFR004W	2028	1.3001173454
YFR005C	2029	0.9770459953
YFR006W	2030	1.1550972989
YFR007W	2031	0.8657410592
YFR008W	2032	1.0353455473
YFR009W	2033	0.9113534715
YFR009W-A	2034	0.8743463433
YFR010W	2035	0.8709454265
YFR010W-A	2036	1.3913048140
YFR011C	2037	0.9733426216
YFR012W	2038	1.0508042974
YFR012W-A	2039	0.3553866147
YFR013W	2040	0.9482743244
YFR014C	2041	1.0911838110
YFR015C	2042	0.8838234391
YFR016C	2043	0.8842284046
YFR017C	2044	0.7678593138
YFR018C	2045	1.1365952073
YFR019W	2046	1.0432303158
YFR020W	2047	1.1369155856
YFR021W	2048	0.9174453204
YFR022W	2049	1.0396072599
YFR023W	2050	0.9587343899
YFR024C-A	2051	1.5782953576
YFR025C	2052	0.8174684878
YFR026C	2053	1.3960288019
YFR027W	2054	0.9741578452
YFR028C	2055	1.0821298651
YFR029W	2056	0.9240343872
YFR030W	2057	0.8697246997
YFR031C	2058	0.9063396137
YFR031C-A	2059	1.1450873942
YFR032C	2060	1.1129943831
YFR032C-A	2061	1.6242364656
YFR032C-B	2062	1.3280967301
YFR033C	2063	1.5769467737
YFR034C	2064	0.9967948718
YFR034W-A	2065	1.6140767531
YFR035C	2066	1.1747888239
YFR036W	2067	0.7061762635
YFR036W-A	2068	1.3529044672
YFR037C	2069	0.8207956619
YFR038W	2070	0.9985433249
YFR039C	2071	1.0411700979
YFR040W	2072	1.2450240909
YFR041C	2073	1.2584244981
YFR042W	2074	1.0588747524
YFR043C	2075	1.0131562140
YFR044C	2076	0.8075261325
YFR045W	2077	0.8850252191
YFR046C	2078	0.8070618786
YFR047C	2079	0.7073944411
YFR048W	2080	1.2038241306
YFR049W	2081	0.6263157895
YFR050C	2082	0.8985098519
YFR051C	2083	0.9998583739
YFR052W	2084	0.8664195050
YFR052C-A	2085	1.3143331408
YFR053C	2086	1.0670285296
YFR054C	2087	1.0159985295
YFR056C	2088	0.8573049044
YFR055W	2089	0.9068283330
YFR057W	2090	1.2355528559
YGL263W	2091	0.9063970193
YGL262W	2092	1.1746585852
YGL261C	2093	1.2526315789
YGL260W	2094	0.7752370612
YGL259W	2095	0.9215953312
YGL258W-A	2096	1.1919501030
YGL258W	2097	0.7720829736
YGL257C	2098	0.8753101928
YGL256W	2099	1.0390114488
YGL255W	2100	1.2938089947
YGL254W	2101	0.9656177080
YGL253W	2102	1.1956597222
YGL252C	2103	0.9193695480
YGL251C	2104	0.9173711200
YGL250W	2105	0.8392259699
YGL249W	2106	0.8935051072
YGL248W	2107	1.1023489933
YGL247W	2108	1.3075815599
YGL246C	2109	0.9271989287
YGL245W	2110	0.9251478014
YGL244W	2111	0.9828851785
YGL243W	2112	0.9835953578
YGL242C	2113	1.2778937732
YGL241W	2114	1.0185383490
YGL240W	2115	1.1126178710
YGL239C	2116	1.0867269399
YGL238W	2117	0.9809582058
YGL237C	2118	1.2398852200
YGL236C	2119	1.0159852502
YGL235W	2120	0.8610037033
YGL234W	2121	0.9822617391
YGL233W	2122	0.7732156595
YGL232W	2123	0.9851948753
YGL231C	2124	1.1214541420
YGL230C	2125	1.5084095640
YGL229C	2126	1.2012908475
YGL228W	2127	0.7925119806
YGL227W	2128	1.0165402799
YGL226C-A	2129	1.5287564770
YGL226W	2130	1.0345985108
YGL225W	2131	1.0934802987
YGL224C	2132	0.8963595583
YGL223C	2133	0.7996625701
YGL222C	2134	1.0965705066
YGL221C	2135	0.5533909574
YGL220W	2136	0.6697383883
YGL219C	2137	0.9640382273
YGL218W	2138	1.1358490566
YGL217C	2139	1.1756869423
YGL216W	2140	0.7856456440
YGL215W	2141	1.2024504713
YGL214W	2142	0.8595509623
YGL213C	2143	0.6914365667
YGL212W	2144	0.8790226262
YGL211W	2145	0.9273924891
YGL210W	2146	1.3590301160
YGL209W	2147	1.1398957011
YGL208W	2148	0.9934222986
YGL207W	2149	0.9959826724
YGL206C	2150	0.9294872185
YGL205W	2151	0.8412318736
YGL204C	2152	1.6461451861
YGL203C	2153	1.2999696637
YGL202W	2154	1.0047475217
YGL201C	2155	0.9856291887
YGL200C	2156	1.1034829948
YGL199C	2157	0.8899470899
YGL198W	2158	1.0298715079
YGL197W	2159	1.1027681608
YGL196W	2160	0.7034344036
YGL195W	2161	1.0309839910
YGL194C-A	2162	1.8589644121
YGL194C	2163	0.7922647957
YGL193C	2164	0.6668507997
YGL192W	2165	0.8857181511
YGL191W	2166	1.1342296733
YGL190C	2167	0.8871883265
YGL189C	2168	1.0173438807
YGL188C-A	2169	1.1810207290
YGL188C	2170	1.1292680230
YGL187C	2171	0.7281191792
YGL186C	2172	1.5005716113
YGL185C	2173	1.0724807635
YGL184C	2174	0.8938575530
YGL183C	2175	0.5972788988
YGL182C	2176	1.1333349634
YGL181W	2177	0.9305314551
YGL180W	2178	0.9506952644
YGL179C	2179	0.9366455928
YGL178W	2180	0.8581052929
YGL177W	2181	1.1288302277
YGL176C	2182	0.9962486493
YGL175C	2183	1.0383124116
YGL174W	2184	1.0130177643
YGL173C	2185	1.0082946649
YGL172W	2186	1.1352167368
YGL171W	2187	0.9109335053
YGL170C	2188	0.9000479565
YGL169W	2189	0.8568548387
YGL168W	2190	0.9917687196
YGL167C	2191	1.1238388843
YGL166W	2192	1.1856184835
YGL165C	2193	1.3166074538
YGL164C	2194	1.0811683029
YGL163C	2195	0.9699148864
YGL162W	2196	0.9453973753
YGL161C	2197	1.3734906115
YGL160W	2198	1.4310898948
YGL159W	2199	0.9788741496
YGL158W	2200	1.3172695532
YGL157W	2201	0.8373459595
YGL156W	2202	0.7944776620
YGL155W	2203	1.1076819932
YGL154C	2204	0.9352534805
YGL153W	2205	0.7569829400
YGL152C	2206	0.7662892024
YGL151W	2207	1.0246386657
YGL150C	2208	1.0015126871
YGL149W	2209	1.5601640003
YGL148W	2210	1.2393707429
YGL147C	2211	0.5414225476
YGL146C	2212	1.1297879798
YGL145W	2213	0.7271490368
YGL144C	2214	0.9383967458
YGL143C	2215	1.1614834889
YGL142C	2216	1.1283867438
YGL141W	2217	0.8983157396
YGL140C	2218	1.3339429144
YGL139W	2219	1.4824260343
YGL138C	2220	0.9867369099
YGL137W	2221	0.7189750367
YGL136C	2222	1.1035311957
YGL135W	2223	1.0275426581
YGL134W	2224	0.9786324565
YGL133W	2225	1.0363473560
YGL132W	2226	0.6630008823
YGL131C	2227	0.8160257622
YGL130W	2228	1.0085843446
YGL129C	2229	0.8985838794
YGL128C	2230	0.9155882750
YGL127C	2231	1.0666478130
YGL126W	2232	0.9898604481
YGL125W	2233	0.9622074589
YGL124C	2234	0.7427967918
YGL123W	2235	1.1058178356
YGL123C-A	2236	1.1826374762
YGL122C	2237	1.3442654372
YGL121C	2238	0.7884972171
YGL120C	2239	0.9145637976
YGL119W	2240	0.9012576624
YGL118C	2241	1.1846667285
YGL117W	2242	0.8290589718
YGL116W	2243	1.0515876123
YGL115W	2244	1.0104188396
YGL114W	2245	1.2757111598
YGL113W	2246	0.9030647294
YGL112C	2247	0.8950545371
YGL111W	2248	0.6727097349
YGL110C	2249	1.0811533028
YGL109W	2250	0.8237029761
YGL108C	2251	0.9394943498
YGL107C	2252	0.8820594267
YGL106W	2253	0.6336427283
YGL105W	2254	1.0207975440
YGL104C	2255	1.2373584761
YGL103W	2256	1.2725157137
YGL102C	2257	1.0632619342
YGL101W	2258	1.1589059484
YGL100W	2259	0.7403050181
YGL099W	2260	0.8573971535
YGL098W	2261	1.6571441134
YGL097W	2262	0.8667320135
YGL096W	2263	0.9053497942
YGL095C	2264	0.8971966640
YGL094C	2265	0.8063392864
YGL093W	2266	0.9281786366
YGL092W	2267	0.9870513389
YGL091C	2268	0.9605543913
YGL090W	2269	0.8414001978
YGL089C	2270	0.9683859259
YGL088W	2271	0.9261311173
YGL087C	2272	0.7144362112
YGL086W	2273	0.7998098956
YGL085W	2274	1.1006208288
YGL084C	2275	1.4642108865
YGL083W	2276	0.9350369427
YGL082W	2277	1.0489278020
YGL081W	2278	1.2469235670
YGL080W	2279	1.0260505913
YGL079W	2280	0.7075705453
YGL078C	2281	1.2243352049
YGL077C	2282	1.0997094737
YGL076C	2283	0.7529640533
YGL075C	2284	1.1241290225
YGL074C	2285	0.9710419932
YGL073W	2286	0.9371379474
YGL072C	2287	1.0521665867
YGL071W	2288	0.8917618411
YGL070C	2289	1.5685510071
YGL069C	2290	0.8515283078
YGL068W	2291	1.2043799401
YGL067W	2292	1.0922997148
YGL066W	2293	1.1033834844
YGL065C	2294	1.0410558115
YGL064C	2295	0.8435842900
YGL063W	2296	0.8915749735
YGL063C-A	2297	1.6128495843
YGL062W	2298	0.8535410818
YGL061C	2299	0.6005213148
YGL060W	2300	0.9291677108
YGL059W	2301	0.8660678326
YGL058W	2302	1.1993042858
YGL057C	2303	0.9693386968
YGL056C	2304	1.2432818814
YGL055W	2305	1.1516108992
YGL054C	2306	1.6734439341
YGL053W	2307	1.6730244184
YGL052W	2308	1.3247144733
YGL051W	2309	1.1795744614
YGL050W	2310	0.9532239202
YGL049C	2311	1.1147139439
YGL048C	2312	0.6500284783
YGL047W	2313	0.8363394933
YGL045W	2314	1.0485831979
YGL044C	2315	0.9281043620
YGL043W	2316	0.8228798943
YGL042C	2317	0.9334027028
YGL041C-B	2318	1.0374111485
YGL041W-A	2319	0.8209305758
YGL041C	2320	1.0304147465
YGL040C	2321	0.7256119996
YGL039W	2322	1.0862753689
YGL038C	2323	1.0012323077
YGL037C	2324	1.2321493577
YGL036W	2325	1.0911712570
YGL035C	2326	0.7874889388
YGL034C	2327	1.6356470887
YGL033W	2328	0.6974221267
YGL032C	2329	1.4132853494
YGL031C	2330	0.8809477009
YGL030W	2331	1.0057739360
YGL029W	2332	0.9197929699
YGL028C	2333	1.1553927848
YGL027C	2334	0.9359722491
YGL026C	2335	0.9078350615
YGL025C	2336	0.9673129610
YGL024W	2337	0.9591535343
YGL023C	2338	0.9393501189
YGL022W	2339	1.3940472903
YGL021W	2340	0.9895996414
YGL020C	2341	1.4482339968
YGL019W	2342	0.9957220246
YGL018C	2343	0.9744328596
YGL017W	2344	0.8744583113
YGL016W	2345	0.8519196989
YGL015C	2346	0.8187136307
YGL014W	2347	0.8498181706
YGL014C-A	2348	1.1333573351
YGL013C	2349	0.9212074930
YGL012W	2350	1.2105105836
YGL011C	2351	0.9531744792
YGL010W	2352	1.3086758602
YGL009C	2353	0.9579259715
YGL008C	2354	1.4803605029
YGL007C-A	2355	0.7573396973
YGL007W	2356	1.0065649879
YGL006W-A	2357	2.8518518519
YGL006W	2358	1.4238330639
YGL005C	2359	0.9464250290
YGL004C	2360	0.9198703683
YGL003C	2361	0.9272906180
YGL002W	2362	1.0276234205
YGL001C	2363	0.8069180579
YGR001C	2364	1.1287333808
YGR002C	2365	1.0256439587
YGR003W	2366	0.9117723801
YGR004W	2367	1.3150580455
YGR005C	2368	0.9380393759
YGR006W	2369	1.0325572055
YGR007W	2370	1.0625194634
YGR008C	2371	0.3852411995
YGR009C	2372	0.8848682314
YGR010W	2373	1.0595689511
YGR011W	2374	0.6432425778
YGR012W	2375	0.8725427504
YGR013W	2376	0.9852814386
YGR014W	2377	1.0705540091
YGR015C	2378	0.9760845680
YGR016W	2379	1.5606210460
YGR017W	2380	1.1576867816
YGR018C	2381	1.2482814214
YGR019W	2382	1.0553647075
YGR020C	2383	1.8119508909
YGR021W	2384	0.9464028551
YGR022C	2385	1.8835836475
YGR023W	2386	1.3638543478
YGR024C	2387	0.9973048391
YGR025W	2388	0.7342726559
YGR026W	2389	1.4116447498
YGR027C	2390	1.4586367880
YGR027W-A	2391	1.0189408692
YGR027W-B	2392	1.0383577665
YGR028W	2393	0.8688123663
YGR029W	2394	0.7689860041
YGR030C	2395	0.6877219465
YGR031W	2396	1.0781182154
YGR031C-A	2397	0.7681252541
YGR032W	2398	1.2396205338
YGR033C	2399	1.2196732547
YGR034W	2400	0.7257666320
YGR035C	2401	2.0204173836
YGR035W-A	2402	0.5056660557
YGR036C	2403	1.2052323110
YGR037C	2404	1.0080428393
YGR038W	2405	1.2566045708
YGR038C-B	2406	1.0711280171
YGR038C-A	2407	1.0158358603
YGR039W	2408	1.1335999560
YGR040W	2409	0.8600910361
YGR041W	2410	1.2488403758
YGR042W	2411	0.8432601881
YGR043C	2412	0.9260697182
YGR044C	2413	0.9560339584
YGR045C	2414	0.9208458858
YGR046W	2415	0.9054659479
YGR047C	2416	1.0098951088
YGR048W	2417	0.9448106823
YGR049W	2418	1.3430426357
YGR050C	2419	0.8901952948
YGR051C	2420	0.9888237385
YGR052W	2421	0.9041023757
YGR053C	2422	0.9963818611
YGR054W	2423	1.0682054156
YGR055W	2424	1.3291794131
YGR056W	2425	0.9369447219
YGR057C	2426	1.1138454660
YGR058W	2427	0.9678695360
YGR059W	2428	0.8800373665
YGR060W	2429	1.0522282432
YGR061C	2430	1.0154306657
YGR062C	2431	0.9867472417
YGR063C	2432	1.0982562696
YGR064W	2433	0.7265486261
YGR065C	2434	1.3708964834
YGR066C	2435	0.7479916195
YGR067C	2436	1.1883941442
YGR068C	2437	0.9323594887
YGR068W-A	2438	0.5309619574
YGR069W	2439	1.6499417485
YGR070W	2440	1.1033954412
YGR071C	2441	0.8242243221
YGR072W	2442	1.0956135264
YGR073C	2443	0.9335518998
YGR074W	2444	0.7732009925
YGR075C	2445	1.4942127506
YGR076C	2446	0.8552115772
YGR077C	2447	0.9480944184
YGR078C	2448	0.7145647321
YGR079W	2449	1.0343168148
YGR080W	2450	0.7678357282
YGR081C	2451	0.8334578307
YGR082W	2452	1.1567457222
YGR083C	2453	0.9772827699
YGR084C	2454	1.0604236460
YGR085C	2455	1.0577835948
YGR086C	2456	1.1865770062
YGR087C	2457	0.8700215356
YGR088W	2458	0.8016730738
YGR089W	2459	1.1313379027
YGR090W	2460	0.8579853743
YGR091W	2461	0.9091055210
YGR092W	2462	0.8669187016
YGR093W	2463	0.8662983499
YGR094W	2464	0.8112991826
YGR095C	2465	1.0542438272
YGR096W	2466	0.9297867058
YGR097W	2467	0.9019223816
YGR098C	2468	0.7734776375
YGR099W	2469	1.0140806369
YGR100W	2470	1.0182542371
YGR101W	2471	1.3740205553
YGR102C	2472	0.7538660447
YGR103W	2473	1.1212899100
YGR104C	2474	0.9861413043
YGR105W	2475	1.9634324241
YGR106C	2476	1.3345860358
YGR107W	2477	1.1210948536
YGR108W	2478	0.9090382997
YGR109C	2479	0.8567478145
YGR109W-A	2480	0.8998962273
YGR109W-B	2481	0.9342406180
YGR110W	2482	0.8226328275
YGR111W	2483	0.8330930457
YGR112W	2484	1.1754205813
YGR113W	2485	0.9926817424
YGR114C	2486	1.0805485241
YGR115C	2487	1.5603781572
YGR116W	2488	0.8957952445
YGR117C	2489	0.7827619372
YGR118W	2490	1.1970710649
YGR119C	2491	1.4762565413
YGR120C	2492	0.7124273462
YGR121C	2493	1.5418586347
YGR121W-A	2494	0.6936122248
YGR122W	2495	0.9634114269
YGR122C-A	2496	0.6241987179
YGR123C	2497	0.9054346038
YGR124W	2498	0.8880650441
YGR125W	2499	1.2509831771
YGR126W	2500	0.9788035322
YGR127W	2501	1.1667574596
YGR128C	2502	0.8985035664
YGR129W	2503	0.7491929428
YGR130C	2504	1.0277602408
YGR131W	2505	1.5842490842
YGR132C	2506	0.7368898466
YGR133W	2507	0.9685330608
YGR134W	2508	1.0292337003
YGR135W	2509	1.2497900070
YGR136W	2510	1.0568423824
YGR137W	2511	1.8374964373
YGR138C	2512	1.5310920154
YGR139W	2513	0.8831746032
YGR140W	2514	0.9674974978
YGR141W	2515	0.8050678173
YGR142W	2516	1.0504719494
YGR143W	2517	1.2647846586
YGR144W	2518	1.0047299959
YGR145W	2519	0.9276904811
YGR146C	2520	0.8899972892
YGR146C-A	2521	0.7214509565
YGR147C	2522	1.2635552505
YGR148C	2523	0.8890091896
YGR149W	2524	1.2457375102
YGR150C	2525	0.9811586643
YGR151C	2526	1.1049398618
YGR152C	2527	1.3942445070
YGR153W	2528	0.7549343025
YGR154C	2529	0.9288139982
YGR155W	2530	0.9883907022
YGR156W	2531	0.9035629772
YGR157W	2532	1.1551646191
YGR158C	2533	1.3641773324
YGR159C	2534	1.9481616921
YGR160W	2535	2.1180262338
YGR161C	2536	0.8578120056
YGR161W-C	2537	0.8517740430
YGR161W-A	2538	1.0016566812
YGR161W-B	2539	1.0435190383
YGR161C-D	2540	1.0579766550
YGR161C-C	2541	1.0189408692
YGR162W	2542	1.2401046461
YGR163W	2543	1.0649704119
YGR164W	2544	1.0485790761
YGR165W	2545	0.8081075675
YGR166W	2546	1.0548066543
YGR167W	2547	0.8417458491
YGR168C	2548	0.9638839906
YGR169C	2549	0.8785993083
YGR169C-A	2550	0.8674275645
YGR170W	2551	1.0154796662
YGR171C	2552	0.8129405117
YGR172C	2553	1.3445893985
YGR173W	2554	0.9770755904
YGR174C	2555	1.6006929757
YGR174W-A	2556	0.9975772376
YGR175C	2557	1.0103478331
YGR176W	2558	0.7998589244
YGR177C	2559	1.0583242920
YGR178C	2560	1.2870052024
YGR179C	2561	0.9131715153
YGR180C	2562	1.0790331442
YGR181W	2563	0.7105012632
YGR182C	2564	0.9261171812
YGR183C	2565	1.1818181818
YGR184C	2566	0.9443952298
YGR185C	2567	0.8209235550
YGR186W	2568	0.8782496575
YGR187C	2569	1.1420668542
YGR188C	2570	1.0764839279
YGR189C	2571	1.3222081998
